source_plate,destination_plate,source_well,destination_well,volume_nL
color_plate,art_plate,A1,AB25,350
color_plate,art_plate,A1,AB28,350
color_plate,art_plate,A1,AB29,350
color_plate,art_plate,A1,AB31,350
color_plate,art_plate,A1,AB34,350
color_plate,art_plate,A1,AB39,350
color_plate,art_plate,A1,AB42,350
color_plate,art_plate,A1,AB43,350
color_plate,art_plate,A1,AB44,350
color_plate,art_plate,A1,AC3,350
color_plate,art_plate,A1,AC6,350
color_plate,art_plate,A1,AC13,350
color_plate,art_plate,A1,AC14,350
color_plate,art_plate,A1,AC15,350
color_plate,art_plate,A1,AC19,350
color_plate,art_plate,A1,AC21,350
color_plate,art_plate,A1,AC22,350
color_plate,art_plate,A1,AC23,350
color_plate,art_plate,A1,AC24,350
color_plate,art_plate,A1,AC26,350
color_plate,art_plate,A1,AC29,350
color_plate,art_plate,A1,AC31,350
color_plate,art_plate,A1,AC32,350
color_plate,art_plate,A1,AC33,350
color_plate,art_plate,A1,AC34,350
color_plate,art_plate,A1,AC35,350
color_plate,art_plate,A1,AC38,350
color_plate,art_plate,A1,AC39,350
color_plate,art_plate,A1,AC40,350
color_plate,art_plate,A1,AD2,350
color_plate,art_plate,A1,AD5,350
color_plate,art_plate,A1,AD13,350
color_plate,art_plate,A1,AD18,350
color_plate,art_plate,A1,AD19,350
color_plate,art_plate,A1,AD20,350
color_plate,art_plate,A1,AD22,350
color_plate,art_plate,A1,AD25,350
color_plate,art_plate,A1,AD26,350
color_plate,art_plate,A1,AD28,350
color_plate,art_plate,A1,AD29,350
color_plate,art_plate,A1,AD34,350
color_plate,art_plate,A1,AD36,350
color_plate,art_plate,A1,AD38,350
color_plate,art_plate,A1,AD39,350
color_plate,art_plate,A1,AD40,350
color_plate,art_plate,A1,AD42,350
color_plate,art_plate,A1,AD44,350
color_plate,art_plate,A1,AE1,350
color_plate,art_plate,A1,AE4,350
color_plate,art_plate,A1,AE13,350
color_plate,art_plate,A1,AE14,350
color_plate,art_plate,A1,AE17,350
color_plate,art_plate,A1,AE18,350
color_plate,art_plate,A1,AE22,350
color_plate,art_plate,A1,AE23,350
color_plate,art_plate,A1,AE25,350
color_plate,art_plate,A1,AE29,350
color_plate,art_plate,A1,AE32,350
color_plate,art_plate,A1,AE34,350
color_plate,art_plate,A1,AE36,350
color_plate,art_plate,A1,AE37,350
color_plate,art_plate,A1,AE38,350
color_plate,art_plate,A1,AE39,350
color_plate,art_plate,A1,AE41,350
color_plate,art_plate,A1,AF13,350
color_plate,art_plate,A1,AF14,350
color_plate,art_plate,A1,AF15,350
color_plate,art_plate,A1,AF16,350
color_plate,art_plate,A1,AF17,350
color_plate,art_plate,A1,AF18,350
color_plate,art_plate,A1,AF19,350
color_plate,art_plate,A1,AF20,350
color_plate,art_plate,A1,AF21,350
color_plate,art_plate,A1,AF22,350
color_plate,art_plate,A1,AF23,350
color_plate,art_plate,A1,AF24,350
color_plate,art_plate,A1,AF25,350
color_plate,art_plate,A1,AF26,350
color_plate,art_plate,A1,AF27,350
color_plate,art_plate,A1,AF28,350
color_plate,art_plate,A1,AF29,350
color_plate,art_plate,A1,AF30,350
color_plate,art_plate,A1,AF31,350
color_plate,art_plate,A1,AF32,350
color_plate,art_plate,A1,AF33,350
color_plate,art_plate,A1,AF34,350
color_plate,art_plate,A1,AF35,350
color_plate,art_plate,A1,AF36,350
color_plate,art_plate,A1,AF37,350
color_plate,art_plate,A1,AF38,350
color_plate,art_plate,A1,AF39,350
color_plate,art_plate,A1,AF40,350
color_plate,art_plate,A1,AF41,350
color_plate,art_plate,A1,AF42,350
color_plate,art_plate,A1,AF43,350
color_plate,art_plate,A1,AF44,350
